X,Y,DESCRIP10,BUSINESS10,USECLASS86,USECLASS96,USECLASS04,USECLASS10,ADDRESS,POSTCODE,OBJECTID
319749,671707,funeral directors,Scotmid Funeral Services,Class 1,Class 1,Class 1,Class 1,1 FORRESTER PARK DRIVE,EH12 9AY,2174
312609,677734,petrol filling station & shop,Shell + Select Shop,SUI GENERIS,SUI GENERIS,Class 1,Class 1,(B) FORTH ROAD BRIDGE, ,2175
325916.7015,674477.8695,cafe,Urban Angel,Class 3,Class 3,Class 3,Class 3,1 FORTH STREET,EH1 3JX,2176
325923.5188,674480.142000001,yoga studio,The Yoga Room,Class 1,Class 1,Vacant,Class 11,5 FORTH STREET,EH1 3JX,2177
325895.5971,674495.208799999,hairdresser,John Malcolm,Class 4,Class 1,Class 1,Class 1,2(GF90) FORTH STREET,EH1 3LD,2178
325903.0,674497.0261,engineering consultant,Philip Thomson & Partners,Class 4,Class 4,Class 4,Class 4,4(GF) FORTH STREET,EH1 3LD,2179
324817.4969,673051.2477,"restaurant & hot food take-away (kebabs, pizzas)",Samsun's,Class 3,Class 3,Class 3,Class 3,73 FOUNTAINBRIDGE,EH3 9PU,2180
324798.7513,673037.2535,sandwiches,Rapid Rolls,Class 1, ,Vacant,Class 1,77 FOUNTAINBRIDGE,EH3 9PU,2181
324793.999,673034.252,vacant,vacant,Class 2,Class 2,Class 2,Vacant,81 FOUNTAINBRIDGE,EH3 9PU,2182
324786.9981,673028.756100001,hairdresser,Rocco,SUI GENERIS,Class 3,Class 1,Class 1,83 FOUNTAINBRIDGE,EH3 9PU,2183
324781.7456,673025.0043,public house,Lock 25,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,85-87 FOUNTAINBRIDGE,EH3 9PU,2184
324768.2482,673011.000499999,charity office,Rowan Alba,Vacant,Class 2,Class 2,Class 2,89-95 FOUNTAINBRIDGE,EH3 9PU,2185
324745.0,672989.748,restaurant (Italian),L'Amore d'Italia,SUI GENERIS,SUI GENERIS,Class 3,Class 3,97-101 FOUNTAINBRIDGE,EH3 9QG,2186
324735.5007,672983.251499999,sandwiches,The Baguette Company, , ,Class 11,Class 1,103 FOUNTAINBRIDGE,EH3 9QG,2187
324730.7499,672978.499299999,sports equipment & clothing (body building & fitness),Physique Bodyshop, , ,Class 1,Class 1,105 FOUNTAINBRIDGE,EH3 9QG,2188
324725.4998,672974.249199999,"hot food take-away (kebabs, burgers, pizzas)",Topkapi Kebab House, , ,SUI GENERIS,SUI GENERIS,107-109 FOUNTAINBRIDGE,EH3 9QG,2189
324720.495,672969.998600001,n/t/c & grocer,Newstime,Class 1,Vacant,Class 1,Class 1,113 FOUNTAINBRIDGE,EH3 9QG,2190
324718.2439,672968.2477,sandwich bar,Sandwich Bar,Class 1,Class 1,Class 1,Class 1,115 FOUNTAINBRIDGE,EH3 9QG,2191
324357.8947,672802.621099999,vacant,vacant,Class 11,Class 1,Class 11,Vacant,209 FOUNTAINBRIDGE,EH3 9RU,2192
324796.0019,673070.964299999,frozen food,Farmfoods, , ,Class 1,Class 1,54(GF) FOUNTAINBRIDGE,EH3 9PT,2193
324688.7508,672971.9981,funeral directors,Scottish Midland Co-op Society,Class 1,Class 1,Vacant,Class 1,88 FOUNTAINBRIDGE,EH3 9QA,2194
324451.1423,672867.931600001,vacuum repairs,Vacuum Appliances,Class 1,Class 1,Class 1,Class 1,158 FOUNTAINBRIDGE,EH3 9RX,2195
324446.7948,672866.6895,n/a,n/a,Class 1,Class 9,Class 9,UNKNOWN USE,160 FOUNTAINBRIDGE,EH3 9RX,2196
324441.5157,672864.826300001,n/a,n/a,Class 4,Class 4,Vacant,UNKNOWN USE,162 FOUNTAINBRIDGE,EH3 9RX,2197
324436.8577,672863.273600001,vacuum repairs,Vacuum Appliances,Class 1,Class 1,Class 1,Class 1,164 FOUNTAINBRIDGE,EH3 9RX,2198
326496.6945,671753.740700001,chemist,Hutchison Pharmacy,Class 1,Class 2,Class 1,Class 1,2 FOUNTAINHALL ROAD,EH9 2NN,2199
323879.5357,672477.185699999,office,unknown,Class 1,Class 1,Class 1,Class 4,17 FOWLER TERRACE,EH11 1DD,2200
325316.5324,674011.9882,shoes & footwear,Jones,Class 1,Class 1,Class 1,Class 1,32 GEORGE STREET,EH2 2LE,2201
325311.3883,674010.429400001,ladies clothing,Viyella,Class 1,Class 1,Class 1,Class 1,34 GEORGE STREET,EH2 2LE,2202
325305.4558,674006.9353,café,Italian Caffe Bar, , ,Vacant,Class 3,38(01) GEORGE STREET,EH2 2LE,2203
325301.0383,674005.7147,public house & restaurant,Madogs,SUI GENERIS,Class 3,SUI GENERIS,SUI GENERIS,38A GEORGE STREET,EH2 2LE,2204
325290.6618,674004.65,optician,Trotters,Class 1,Class 1,Class 1,Class 1,44-44A GEORGE STREET,EH2 2LE,2205
325282.3118,674000.300000001,hairdresser,Cheynes, ,Class 1,Class 1,Class 1,46 GEORGE STREET,EH2 2LE,2206
325279.8177,673999.6764,beauty products,Arran Aromatics,Class 4,Class 2,Class 1,Class 1,46A GEORGE STREET,EH2 2LE,2207
325273.9735,673998.261700001,shirtmarkers,TM Lewin,Class 1,Class 1,Class 1,Class 1,48 GEORGE STREET,EH2 2LE,2208
325267.7529,673996.391100001,"household goods, clothing, toiletries",The White Company,Class 1,Class 1,Class 1,Class 1,52 GEORGE STREET,EH2 2LE,2209
325216,673981,homeware,Kath Kidston, , ,Vacant,Class 1,58 GEORGE STREET,EH2 2LR,2210
325222.0265,673982.8588,private karaoke,Supercube, , ,Class 1,SUI GENERIS,58A GEORGE STREET,EH2 2LR,2211
325209.6882,673978.9617,hairdresser,Paterson SA,Class 1,Class 1,Class 1,Class 1,60 GEORGE STREET,EH2 2LR,2212
325191.1795,673974.261700001,public house,The Standing Order, , ,SUI GENERIS,SUI GENERIS,62(GF)-(BF)-66 GEORGE STR,EH2 2LR,2213
325164.35,673966.8824,ladies & mens clothing,French Connection, , ,Class 1,Class 1,68-70 GEORGE STREET,EH2 2LR,2214
325132,673959,bank,Barclays, , ,Class 2,Class 2,72 GEORGE STREET,EH2 3BU,2215
325033.5442,673930.252800001,mens clothing,Gant,Vacant,Class 1,Class 1,Class 1,90 GEORGE STREET,EH2 3DF,2216
325025.5442,673928.252800001,optician,Optical Express / The Dental Clinic,Class 1,Class 1,Class 1,Class 1,92 GEORGE STREET,EH2 3DF,2217
325017.7,673925.7587,mens clothing,Cruise,Class 1,Class 1,Class 1,Class 1,94 GEORGE STREET,EH2 3DF,2218
324987.7147,673917.8706,"mens formal clothing, suits",Slater Menswear, , ,Class 1,Class 1,100 GEORGE STREET,EH2 3DF,2219
324980.5853,673915.8441,ladies clothing,Jaeger, , ,Class 1,Class 1,102 GEORGE STREET,EH2 3DF,2220
324973.0794,673913.9353,general clothing,Austin Reed Group Clearance Store, , ,Class 1,Class 1,104 GEORGE STREET,EH2 3DF,2221
324966.3118,673912.2206,ladies & mens clothing,Pink, , ,Class 1,Class 1,104(A) GEORGE STREET,EH2 3DF,2222
324934.7147,673899.505899999,coffee shop,Starbucks, , ,Class 3,Class 3,106-106B GEORGE STREET,EH2 4LJ,2223
324832.503,673871.7733,public house,The Alexander Graham Bell (Wetherspoon),Class 1,Vacant,SUI GENERIS,SUI GENERIS,126-128 GEORGE STREET,EH2 4JZ,2224
326913.8482,676248.052300001,restaurant,The Vintner's Room, , ,Class 3,Class 3,87(A) GILES STREET,EH6 6BZ,2225
324887.7475,672608.7465,jewellery,Copernicus,Class 1,Class 1,Vacant,Class 1,2 GILLESPIE CRESCENT,EH10 4HT,2226
324908.7527,672644.750800001,hairdresser,Ribbon,Class 1,Class 1,Class 1,Class 1,1 GILLESPIE PLACE,EH10 4HS,2227
324908.0024,672639.748500001,estate agents & mortgage advisers,3i Mortgages,Vacant,Vacant,Class 2,Class 2,2 GILLESPIE PLACE,EH10 4HS,2228
324906.2515,672635.7465,n/t/c,Gillespie News,Class 1,Class 1,Class 1,Class 1,4 GILLESPIE PLACE,EH10 4HS,2229
324903.0024,672629.248199999,greengrocer,Global Fruit,Class 1,Class 1,Class 1,Class 1,5 GILLESPIE PLACE,EH10 4HS,2230
324901.0014,672624.996200001,café (East African),Khartoum Café,Class 1,Class 1,Class 3,Class 3,6 GILLESPIE PLACE,EH10 4HS,2231
324898.5002,672620.9943,restaurant (Chinese),Tian Tian,Class 3,Class 3,Class 3,Class 3,8 GILLESPIE PLACE,EH10 4HS,2232
324896.2515,672614.749399999,vacant,vacant,Vacant,Class 2,Class 1,Vacant,9 GILLESPIE PLACE,EH10 4HS,2233
324893.0,672609.747,delicatessen & continental baker,Scott's Deli,Class 1,Class 1,Class 1,Class 1,10 GILLESPIE PLACE,EH10 4HS,2234
328850,668196,demolished,demolished,SUI GENERIS,SUI GENERIS,SUI GENERIS,Demolished, , ,2235
328355.8218,668474.178200001,vacant,vacant,Class 1,Class 1,Class 1,Vacant,10 GILMERTON DYKES STREET,EH17 8JX,2236
325127.9355,674082.1085,hairdresser,Angus Gordon,Class 1,Class 1,Class 1,Class 1,53(1F) FREDERICK STREET,EH2 1LH,2237
325125.3491,674089.867900001,"restaurant, bar & hotel",Rick's,Class 2,Class 3,Class 3,Class 3,55A FREDERICK STREET,EH2 1LH,2238
325122.783,674097.088099999,vacant,vacant, , ,Class 2,Vacant,57 FREDERICK STREET,EH2 1LH,2239
325122.044,674099.6745,restaurant (Chinese),Wok & Wine,Class 3,Class 3,Class 3,Class 3,57A FREDERICK STREET,EH2 1LH,2240
325120.1085,674105.522,restaurant (French),La Petite Folie, , ,Class 3,Class 3,61 FREDERICK STREET,EH2 1LH,2241
325118.6101,674110.3695,public house,Fingers Piano Bar, , ,SUI GENERIS,SUI GENERIS,61A FREDERICK STREET,EH2 1LH,2242
325166.2951,673849.9376,shoes & footwear,Schuh, , ,Class 1,Class 1,6-8A FREDERICK STREET,EH2 2HB,2243
325160.356,673867.906199999,footwear,Dune,Class 1,Class 1,Class 1,Class 1,10 FREDERICK STREET,EH2 2HB,2244
325158.8373,673873.4748,outdoor clothing & equipment,Millets,Class 1,Class 1,Class 1,Class 1,12 FREDERICK STREET,EH2 2HB,2245
325157.4873,673878.030999999,vacant,vacant,Class 1,Class 1,Class 1,Vacant,14(GF)-16 FREDERICK STREE,EH2 2HB,2246
325155.6061,673883.493799999,jeweller,Argento,Class 1,Class 1,Vacant,Class 1,18A FREDERICK STREET,EH2 2HB,2247
325153.5812,673889.906199999,beauty products,L'Occitane,Class 1,Class 1,Class 1,Class 1,18B FREDERICK STREET,EH2 2HB,2248
325148.2617,673903.9088,building society,Santander,Class 2,Class 2,Class 2,Class 2,20 FREDERICK STREET,EH2 2JR,2249
325146.547,673909.5206,n/t/c,McColls,Class 1,Class 1,Class 1,Class 1,22 FREDERICK STREET,EH2 2JR,2250
325145.1587,673916.467599999,outdoor equipment & clothing,Blacks,Class 1,Vacant,Class 1,Class 1,24 FREDERICK STREET,EH2 2JR,2251
325143.5999,673921.300000001,night club,Time Night Club,Class 3,SUI GENERIS,SUI GENERIS,SUI GENERIS,24A FREDERICK STREET,EH2 2JR,2252
325141.2853,673929.7794,vacant,vacant, , ,Class 1,Vacant,26(2F1) FREDERICK STREET,EH2 2JR,2253
325137.6353,673939.235300001,vacant,vacant, , ,Class 1,Vacant,28 FREDERICK STREET,EH2 2JR,2254
325135.5352,673946.9353,football kits & souvenirs,Celtic Shop,Class 1,Class 1,Class 1,Class 1,34 FREDERICK STREET,EH2 2JR,2255
325110.0204,674017.261,post office,Frederick Street Post Office,Class 1,Class 1,Class 1,Class 1,38-40 FREDERICK STREET,EH2 1EX,2256
325106.6069,674029.478,"mens clothing, robemakers",Ede & Ravenscroft,Class 1,Class 1,Class 1,Class 1,46 FREDERICK STREET,EH2 1EX,2257
325104.7594,674035.739,ladies clothing,Brora,Class 1,Class 1,Class 1,Class 1,48 FREDERICK STREET,EH2 1EX,2258
325103.6509,674039.0645,bridal wear,Berketex,Class 1,Class 1,Class 1,Class 1,48A FREDERICK STREET,EH2 1EX,2259
325097.0204,674063.610099999,drawing materials,Service Point, , ,Class 1,Class 1,52 FREDERICK STREET,EH2 1LN,2260
325628.0459,673475.183700001,hotel,Missoni,Class 2, , ,Demolished,1 GEORGE IV BRIDGE,EH1 1AD,2261
325650.4474,673420.8563,residential letting agency,The Letting Service,Class 1,Class 1,Class 2,Class 2,10-11 GEORGE IV BRIDGE,EH1 1EE,2262
325652.4488,673413.7291,take-away food,The Deli Global,Class 1,Class 1,Class 1,Class 1,13 GEORGE IV BRIDGE,EH1 1EE,2263
325656.16,673405.530400001,restaurant,The Outsider,Class 1,Class 1,Class 3,Class 3,15-16 GEORGE IV BRIDGE,EH1 1EE,2264
325659.917,673390.469599999,restaurant,Vittoria,Class 1,Class 1,Class 1,Class 3,19 GEORGE IV BRIDGE,EH1 1EE,2265
325672,673361,café,The Elephant House, , ,Class 3,Class 3,21 GEORGE IV BRIDGE,EH1 1EN,2266
325675.2652,673348.795600001,public house,Frankenstein's, , ,SUI GENERIS,SUI GENERIS,26 GEORGE IV BRIDGE,EH1 1EN,2267
325677.5304,673342.243000001,hot food take-away,Auld Jacks Pie Shoppe,Class 1,Class 1,Class 1,SUI GENERIS,27 GEORGE IV BRIDGE,EH1 1EN,2268
325679.0,673337.204399999,religious books (Christian bookshop),B. McCall Barbour, , ,Class 1,Class 1,28 GEORGE IV BRIDGE,EH1 1EN,2269
325681.1822,673330.530400001,n/t/c,Bridge Express,Class 1,Class 2,Class 2,Class 1,29-30 GEORGE IV BRIDGE,EH1 1EN,2270
325699.4311,673358.530400001,café,Caffé Lucano,Class 1,Vacant,Class 3,Class 3,37-39 GEORGE IV BRIDGE,EH1 1EL,2271
325688.0607,673393.530400001,restaurant,The Cellar Door, , ,Vacant,Class 3,44-46 GEORGE IV BRIDGE,EH1 1EJ,2272
325686.7956,673396.3259,n/t/c,Paper Rack, , ,Class 1,Class 1,45 GEORGE IV BRIDGE,EH1 1EJ,2273
325684.3481,673403.6741,hot food take-away,Mediterranean Gate Takeaway,Class 1,Class 1,SUI GENERIS,SUI GENERIS,48 GEORGE IV BRIDGE,EH1 1EJ,2274
325681.6741,673411.651900001,public house,The Villager, , ,SUI GENERIS,SUI GENERIS,49-50 GEORGE IV BRIDGE,EH1 1EJ,2275
325100.4029,673950.2206,opticians,Black and Lizars, , ,Class 1,Class 1,80A GEORGE STREET,EH2 3BU,2276
325085.5295,673946.0118,"general clothing, jeans",Cruise, , ,Class 1,Class 1,80B GEORGE STREET,EH2 3BU,2277
325055.9735,673936.911699999,outdoor & travel clothing,Rohan,Class 1,Class 1,Class 1,Class 1,86 GEORGE STREET,EH2 3BU,2278
325050.2706,673935.197000001,bank,Royal Bank of Scotland (Mortgages),Class 2,Class 2,Class 2,Class 2,86B GEORGE STREET,EH2 3BU,2279
325041.2971,673932.5645,vacant,vacant,Class 1,Class 1,Class 1,Vacant,88 GEORGE STREET,EH2 3DF,2280
323429.5212,672468.2552,charity shop,Barnardo's, , ,Class 1,Class 1,18-24 GORGIE ROAD,EH11 2LZ,2281
323412.4574,672463.0107,vacant,vacant,Vacant,Class 2,Vacant,Vacant,28 GORGIE ROAD,EH11 2LZ,2282
323349.3298,672446.6702,chemist,Alexander Pharmacy,Class 1,Class 1,Class 1,Class 1,62-64 GORGIE ROAD,EH11 2NB,2283
323342.1276,672444.6917,n/t/c,Ramzan & Sons,Class 1,Class 1,Class 4,Class 1,66 GORGIE ROAD,EH11 2NB,2284
323338.6702,672443.627900001,vacant,vacant, , ,Class 2,Vacant,66A GORGIE ROAD,EH11 2NB,2285
323329.0638,672441.681,vacant,vacant,Class 1,Class 1,Class 1,Vacant,76 GORGIE ROAD,EH11 2NB,2286
323324.5426,672440.351199999,vacant,vacant,Class 1,Class 1,Vacant,Vacant,78 GORGIE ROAD,EH11 2NB,2287
323320.5534,672439.021500001,vacant,vacant,Class 1,Class 1,SUI GENERIS,Vacant,82 GORGIE ROAD,EH11 2NB,2288
323251.4036,672411.1807,public house,Tynecastle Arms,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,92-94 GORGIE ROAD,EH11 2NP,2289
323247.1807,672409.4681,vacant,vacant,Class 1,Class 1,Class 1,Vacant,98 GORGIE ROAD,EH11 2NP,2290
323243.4574,672407.340500001,take-away food,Dave's Takeaway,Class 2,Vacant,Class 1,Class 1,100 GORGIE ROAD,EH11 2NP,2291
323237.7764,672404.733999999,fishmonger & poulterer,D. McPherson,Class 1,Class 1,Class 1,Class 1,102 GORGIE ROAD,EH11 2NP,2292
323235.3828,672403.1383,hairdresser & wigs,Hair Connections,Class 1,Class 1,Class 1,Class 1,104 GORGIE ROAD,EH11 2NP,2293
323232.4574,672401.5426,advice centre,Polskie Biuro,Class 1,Class 1,Class 4,Class 2,104A GORGIE ROAD,EH11 2NP,2294
323230.0638,672399.946900001,hair & beauty,Petals,Class 1,Class 1,Class 4,Class 1,108 GORGIE ROAD,EH11 2NP,2295
323227.4043,672398.6172,charity,Homestart Edinburgh South Central,Class 1,Vacant,Class 2,Class 2,108A-110A GORGIE ROAD,EH11 2NP,2296
323219.7233,672393.6064,vacant,vacant,Class 1,Class 1,Vacant,Vacant,110B GORGIE ROAD,EH11 2NP,2297
323210.7764,672388.0638,Polish food,Polski Slep,Class 4,Class 1,Vacant,Class 1,112 GORGIE ROAD,EH11 2NR,2298
323207.319,672386.202099999,vacant,vacant,Class 1,Vacant,SUI GENERIS,Vacant,112A GORGIE ROAD,EH11 2NR,2299
323204.3936,672384.0745,amusement arcade,Johnny's Entertainments,Class 11,Class 11,Class 11,Class 11,114 GORGIE ROAD,EH11 2NR,2300
323201.4681,672382.478800001,hot food take-away (Chinese),Tin Sing,Class 1,Vacant,SUI GENERIS,SUI GENERIS,118 GORGIE ROAD,EH11 2NR,2301
323197.1807,672380.5319,hot food take-away,Ruby's,Class 1,Class 1,Class 4,SUI GENERIS,120 GORGIE ROAD,EH11 2NR,2302
323192.6595,672377.340500001,solicitors,Winning Defence,Class 1,Vacant,Class 4,Class 2,122 GORGIE ROAD,EH11 2NR,2303
323188.1383,672374.946900001,n/t/c & grocer (lic.),Newton Sweets & Newsagent,Class 1,Class 1,Class 1,Class 1,126-128 GORGIE ROAD,EH11 2NR,2304
323183.3083,672371.202099999,tattoo studio,Ace Tattoo Studio,Class 1,Class 2,Class 2,Class 2,130 GORGIE ROAD,EH11 2NS,2305
323179.8509,672369.340500001,grocer (lic.),Utility Store,Class 1,Class 1,Class 1,Class 1,132 GORGIE ROAD,EH11 2NS,2306
325679.6355,673418.1215,hot food take-away,Constantinople,Vacant,Class 1,SUI GENERIS,SUI GENERIS,51 GEORGE IV BRIDGE,EH1 1EJ,2307
325678.4311,673423.083000001,hot food take-away,Salt 'n' Pepper,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,52 GEORGE IV BRIDGE,EH1 1EJ,2308
325675.5304,673432.651900001,public house,Bar Kohl, , ,SUI GENERIS,SUI GENERIS,54-55 GEORGE IV BRIDGE,EH1 1EJ,2309
325363.8475,674065.1965,clothing,White Stuff,Class 4,Class 4,Class 4,Class 1,27(GF) GEORGE STREET,EH2 2PA,2310
325352.217,674063.0032,public house,All Bar One,Class 2,Class 2,SUI GENERIS,SUI GENERIS,29-31 GEORGE STREET,EH2 2PA,2311
325315.7358,674053.1997,toiletries & cosmetics,Penhaligons,Class 1,Class 1,Class 1,Class 1,33 GEORGE STREET,EH2 2HN,2312
325312.0409,674052.0912,coffee shop,Wellington Coffee,Class 1,Class 1,Class 1,Class 3,33A GEORGE STREET,EH2 2HN,2313
325308.3459,674050.9827,travel agent,Austravel, ,Class 1,Class 1,Class 1,33B GEORGE STREET,EH2 2HN,2314
325304.6509,674049.874199999,ladies clothing,East,Class 1,Class 1,Class 1,Class 1,35 GEORGE STREET,EH2 2HN,2315
325299.6069,674048.349099999,perfumes & fragrances,Molton Brown, ,Class 1,Class 1,Class 1,35A GEORGE STREET,EH2 2HN,2316
325295.5424,674047.240599999,hairdresser,Brian Drumm,Class 1,Class 1,Class 1,Class 1,37A GEORGE STREET,EH2 2HN,2317
325287.522,674045.0645,wine merchant,Nicolas, , ,Class 1,Class 1,37B GEORGE STREET,EH2 2HN,2318
325275.3899,674041.959100001,ladies & mens clothing,Austin Reed, , ,Class 1,Class 1,41 GEORGE STREET,EH2 2HN,2319
325264.8035,674039.220100001,mens clothing,Moss,Class 1,Class 1,Class 1,Class 1,43(GF) GEORGE STREET,EH2 2HT,2320
325254.695,674036.3727,ladies shoes,L.K. Bennett, , ,Class 1,Class 1,45-45A(1F) GEORGE STREET,EH2 2HT,2321
325248.4984,674034.2642,ladies clothing,Hobbs,Class 1,Class 1,Class 1,Class 1,47 GEORGE STREET,EH2 2HT,2322
325244.434,674032.7862,ladies clothing,Phase Eight,Class 1,Class 1,Class 1,Class 1,47B GEORGE STREET,EH2 2HT,2323
325235.8915,674030.217,ladies clothing,Jigsaw, , ,Class 1,Class 1,49(GF) GEORGE STREET,EH2 2HT,2324
325231.217,674028.478,soft furnishings & homeware,Laura Ashley, , ,Class 1,Class 1,51 GEORGE STREET,EH2 2HT,2325
325226.5865,674026.959100001,public house & nightclub,Opal Lounge,Class 2,Class 1,SUI GENERIS,SUI GENERIS,51A GEORGE STREET,EH2 2HT,2326
325220.6745,674025.8506,ladies clothing,Karen Millen,Class 1,Class 1,Class 1,Class 1,53(GF) GEORGE STREET,EH2 2HT,2327
325215.5016,674024.3727,building society,Britannia Building Society, , ,Class 2,Class 2,55 GEORGE STREET,EH2 2HT,2328
325207.8679,674022.284600001,designer clothing,Brooks Brothers,Class 1,Class 1,Class 1,Class 1,57 GEORGE STREET,EH2 2JQ,2329
325197.522,674018.8915,designer luggage,Church's, , ,Class 1,Class 1,59A GEORGE STREET,EH2 2JG,2330
325191.6101,674017.8506,ladies clothing,Coast,Class 1,Class 1,Class 1,Class 1,61 GEORGE STREET,EH2 2JG,2331
325183.695,674015.067600001,ladies & mens clothing,Crombie,Class 1,Class 1,Class 1,Class 1,63 GEORGE STREET,EH2 2JG,2332
325175.478,674012.1965,clothing,Jack Wills, , ,Class 1,Class 1,65 GEORGE STREET,EH2 2JG,2333
325167.8475,674010.1525,ladies & mens clothing,Kinross Cashmere,Class 1,Class 1,Class 1,Class 1,67(GF) GEORGE STREET,EH2 2JG,2334
325152.522,674005.1965,currency & travel services,American Express,Class 2,Class 2,Class 2,Class 2,69 GEORGE STREET,EH2 2JG,2335
325115.305,673993.739,building society,Nationwide, , ,Class 2,Class 2,71(GF90) GEORGE STREET,EH2 3EE,2336
325097.1321,673988.8915,bank,Bank of Scotland, , ,Class 2,Class 2,73-75 GEORGE STREET,EH2 3EE,2337
325062.9764,673979.6305,books,Waterstones, , ,Class 1,Class 1,83 GEORGE STREET,EH2 3ES,2338
325053.0,673976.8475,estate agents,ESPC (Edinburgh Solicitors Property Centre), , ,Class 2,Class 2,85 GEORGE STREET,EH2 3ES,2339
325044.1085,673974.6305,jeweller,Hamilton & Inches,Class 1,Class 1,Class 1,Class 1,87-87A GEORGE STREET,EH2 3ES,2340
325035.261,673972.3255,clothing,White Stuff (opening Dec 2010),Class 1,Class 1,Class 1,Class 1,89-89A GEORGE STREET,EH2 3ES,2341
325025.4135,673970.0,ladies clothing,Jo Malone, , ,Class 1,Class 1,93A GEORGE STREET,EH2 3ES,2342
325005.478,673964.5865,employment agency,Office Angels, , ,Class 4,Class 4,95(GF) GEORGE STREET,EH2 3ES,2343
324996.783,673962.956,ladies clothing,Whistles, , ,Class 1,Class 1,97 GEORGE STREET,EH2 3ES,2344
324985.5252,673958.6745,restaurant,Cento Tre, , ,Class 3,Class 3,103 GEORGE STREET,EH2 3ES,2345
324969.261,673953.4135,toiletries & cosmetics,Space N.K., , ,Class 1,Class 1,105 GEORGE STREET,EH2 3ES,2346
324959.6541,673951.1965,jeweller,Lime Blue, , ,Class 1,Class 1,107 GEORGE STREET,EH2 3ES,2347
324919.9119,673940.522,bank,Royal Bank of Scotland,Class 2,Class 2,Class 2,Class 2,109-109A GEORGE STREET,EH2 4JN,2348
324908.739,673937.4135,restaurant,The Living Room, , ,Vacant,SUI GENERIS,111A-115(GF) GEORGE STREE,EH2 4JN,2349
324891.739,673931.698100001,public house,Candy Bar, , ,SUI GENERIS,SUI GENERIS,113(BF)-115 GEORGE STREET,EH2 4JN,2350
324900.6069,673934.654100001,Candy Bar,The Living Room, , ,Class 3,Class 3,113(BF)-115 GEORGE STREET,EH2 4JN,2351
324873.8679,673927.0472,books & music (religious),Living Oasis, , ,Class 1,Class 1,117(GF)-123 GEORGE STREET,EH2 4JN,2352
324805.9355,673907.132099999,restaurant,Browns, , ,Class 3,Class 3,131-133 GEORGE STREET,EH2 4JS,2353
324791.8915,673903.393100001,restaurant,Gusto,Class 1,Class 1,Class 3,Class 3,135 GEORGE STREET,EH2 4JS,2354
324783.0,673899.979599999,restaurant,Gourmet Burger Kitchen,Class 1,Class 4,Class 3,Class 3,137 GEORGE STREET,EH2 4JY,2355
324773.3931,673897.023600001,hairdresser,Toni & Guy,Vacant,Class 1,Class 1,Class 1,141 GEORGE STREET,EH2 4JY,2356
324763.6305,673894.217,travel agent,North America Travel Service, , ,Class 1,Class 1,143 GEORGE STREET,EH2 4JY,2357
325495.675,674059.274900001,bank,Nat West, , ,Class 2,Class 2,6A-8 GEORGE STREET,EH2 2PF,2358
325442.625,674039.1996,public house,The Dome,Class 2,Class 3,SUI GENERIS,SUI GENERIS,14(BF) GEORGE STREET,EH2 2PF,2359
325410.2859,674036.4113,hotel / restaurant,Le Monde, ,Class 4,Class 2,Class 3,16 GEORGE STREET,EH2 2PF,2360
325397.7388,674032.904899999,restaurant,Hard Rock Café, , ,Class 3,Class 3,18(GF)-20 GEORGE STREET,EH2 2PF,2361
325326.2471,674015.014699999,coffee shop,Starbucks,Class 1,Class 1,Class 3,Class 3,30 GEORGE STREET,EH2 2LE,2362
328360.5412,668475.7513,vacant,vacant,Class 1,Class 1,Class 1,Vacant,14 GILMERTON DYKES STREET,EH17 8JX,2363
328366.5226,668478.0253,baker,Gilmerton Bakery Ltd,Class 1,Class 1,Class 1,Class 1,16 GILMERTON DYKES STREET,EH17 8JX,2364
328374.2872,668480.885600001,grocer,Gilmerton Grocer, , ,Class 1,Class 1,20-22 GILMERTON DYKES STR,EH17 8JX,2365
328382.637,668483.9934,n/t/c,S & D Wright,Class 1,Class 1,Class 1,Class 1,26 GILMERTON DYKES STREET,EH17 8JX,2366
328701.8807,668432.589500001,grocer/convenience store,Star,Class 1,Class 1,Class 1,Class 1,(60) GILMERTON DYKES STRE,EH17 8LQ,2367
328266.4394,669705.9066,public house,Robin's Nest Inn,SUI GENERIS,UNKNOWN USE,SUI GENERIS,SUI GENERIS,391 GILMERTON ROAD,EH17 7PX,2368
328673,669036,supermarket - large,Morrisons, , ,Class 1,Class 1,432 GILMERTON ROAD,EH17 7JQ,2369
324886.7499,672732.751800001,dental surgery,Dr. J. Moore,Class 4,Class 4,Class 2,Class 2, , ,2370
324534,672610,holiday dialysis service for diabetics,Scottish Holiday Dialysis,Vacant,Vacant,Class 2,Class 2,93 GILMORE PLACE,EH3 9NU,2371
324534,672610,vacant,vacant,Class 3,Class 3,Class 3,Vacant,95 GILMORE PLACE,EH3 9NU,2372
324430,672528,photographer,Wallace Artworks Photography,Class 4,Class 4,Class 4,Class 2,119 GILMORE PLACE,EH3 9PP,2373
324430,672528,vacant,vacant,Class 1,Vacant,Vacant,Vacant,123 GILMORE PLACE,EH3 9PP,2374
324430,672528,hairdresser & beauty salon,Glamour,Class 2,Class 4,Class 4,Class 1,125 GILMORE PLACE,EH3 9PP,2375
