X,Y,DESCRIP96,BUSINESS96,USECLASS86,USECLASS96,USECLASS04,USECLASS10,ADDRESS,POSTCODE,OBJECTID
325624.2106,675231.079299999,residential, ,Class 4,Class 9, , , , ,604
325628.9471,675232.658199999,vacant, ,Class 4,Vacant,Class 9, , , ,605
325681.7894,675257.473999999,hot food take-away,Leader San,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,113 BROUGHTON ROAD,EH7 4EQ,606
325687.7101,675262.2106,hot food take-away,Fonzies Fish Takeaway,Class 3,SUI GENERIS,SUI GENERIS,SUI GENERIS,119 BROUGHTON ROAD,EH7 4EQ,607
325717.3418,675287.4211,n/t/c,A. & E. Whitton,Class 1,Class 1,Class 1,Class 1,121-123 BROUGHTON ROAD,EH7 4JH,608
325713.3947,675284.658199999,office,n/a,Vacant,Class 4,Class 4, , , ,609
325709.0529,675281.895199999,children's nursery,The Edinburgh Nursery,Vacant,Class 10,Class 10,Class 10, , ,610
325801.8943,675351.6317,vacant, ,Class 1,Vacant,Class 2,Class 2,153 BROUGHTON ROAD,EH7 4JJ,611
325796.763,675347.289899999,grocer,Tuck Shop,Class 1,Class 1,UNKNOWN USE,UNKNOWN USE,157 BROUGHTON ROAD,EH7 4JJ,612
325415.0238,675038.395199999,public house,Stag's Head,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,2-4 BROUGHTON ROAD,EH7 4EB,613
325615.237,675202.341800001,residential, ,Vacant,Class 9, , , , ,614
325621.9471,675205.104800001,hairdresser,Strands,Class 1,Class 1,Class 9, , , ,615
325935.0783,674406.857999999,hot food take-away,Bodrum Takeaway,SUI GENERIS,SUI GENERIS,Class 3,Class 3,19 BROUGHTON STREET,EH1 3JU,616
325931.5073,674414.3246,pets & pet supplies,Aquatic Centre,Class 1,Class 1,Class 1,Class 1,23 BROUGHTON STREET,EH1 3JU,617
325928.5073,674420.429,public house,Mathers,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,25 BROUGHTON STREET,EH1 3JU,618
326393.3246,674824.908500001,n/t/c,Ben's Newsagent,Class 1,Class 1,Class 1,Class 1,97 BRUNSWICK STREET,EH7 5HR,619
326392.4804,674828.6231,food take-away,Quick Snack,Class 1,Class 1,SUI GENERIS,SUI GENERIS,99 BRUNSWICK STREET,EH7 5HR,620
326391.6362,674832.1688,hot food take-away,Natural Spice,Class 2,SUI GENERIS,SUI GENERIS,SUI GENERIS,103 BRUNSWICK STREET,EH7 5HR,621
326390.7919,674836.221100001,travel agent,Prima,Class 1,Class 1,Class 2,Class 1,105 BRUNSWICK STREET,EH7 5HR,622
326389.3377,674841.6481,pictures & picture framing,Scottish Heritage Gallery,Class 1,Class 1, , , , ,623
326387.4804,674850.090399999,framed photographs & pictures,Old Scotland in Pictures,Class 1,Class 1, , , , ,624
326386.6362,674854.4804,restaurant,Vittoria,Class 3,Class 3,Class 3,Class 3,113-115 BRUNSWICK STREET,EH7 5HR,625
326365.7538,674811.8181,vacant, ,Class 4,Vacant, ,Vacant,86-88 BRUNSWICK STREET,EH7 5HU,626
326364.4031,674816.883400001,electricians,New Town Electricians,Class 4,Class 4,Vacant,Class 1,90 BRUNSWICK STREET,EH7 5HU,627
326363.0523,674822.793,wine merchant,Oddbins,Class 1,Class 1,Class 1,Class 1,94-96 BRUNSWICK STREET,EH7 5HU,628
324495.9071,672203.7106,vacant, ,UNKNOWN USE,Vacant, , , , ,629
324573.5182,672140.325300001,hairdresser,Greig Firth,Class 1,Class 1,Class 1,Class 1,2 BRUNTSFIELD AVENUE,EH10 4EP,630
324520.1857,672217.464299999,vacant, ,Vacant,Vacant, , , , ,631
324517.0108,672222.0,bathroom fittings & tiles,Bathroom Design,Vacant,Class 1,Class 1,Class 1,26 BRUNTSFIELD AVENUE,EH10 4EW,632
324700.2275,672204.081499999,sports equipment & clothing,Bruntsfield Sports,Class 1,Class 1,Class 1,Class 1,103-105 BRUNTSFIELD PLACE,EH10 4EQ,633
324695.6011,672198.7697,toiletries,The Bay Tree Company,Class 1,Class 1,Class 1,Class 1,107 BRUNTSFIELD PLACE,EH10 4EQ,634
324690.0,672192.2247,estate agents,Menzies Dougal,Class 1,Class 2,Class 2,Class 2,109-111 BRUNTSFIELD PLACE,EH10 4EQ,635
324686.059,672188.112400001,n/t/c,Margiotta,Class 1,Class 1,Class 1,Class 1,115 BRUNTSFIELD PLACE,EH10 4EQ,636
324681.0309,672182.598300001,baker,Lightbody of Hamilton,Class 1,Class 1,Class 1,Class 1,117 BRUNTSFIELD PLACE,EH10 4EQ,637
324678.118,672179.514,estate agents,Sturrock & Armstrong,Class 2,Class 2,Class 1,Class 1,119 BRUNTSFIELD PLACE,EH10 4EQ,638
324675.3764,672176.6011,vacant, ,Class 1,Vacant,Class 1,Class 1,123 BRUNTSFIELD PLACE,EH10 4EQ,639
324671.4326,672171.823000001,security hardware,The Lock Shop,Class 1,Class 1,Class 1,Class 1,125 BRUNTSFIELD PLACE,EH10 4EQ,640
324667.1489,672167.368000001,chemist,Lloyds,Class 1,Class 1,Class 1,Class 1,129 BRUNTSFIELD PLACE,EH10 4EQ,641
324649.8539,672151.508400001,vacant, ,Class 2,Vacant,Class 1,Class 1,131 BRUNTSFIELD PLACE,EH10 4EB,642
324646.5983,672148.081499999,hairdresser,Kimiko,Vacant,Class 1,Class 1,Class 1,133 BRUNTSFIELD PLACE,EH10 4EB,643
324643.3427,672144.997199999,children's clothing,Nippers,Vacant,Class 1,Class 1,Class 1,137 BRUNTSFIELD PLACE,EH10 4EB,644
324637.3455,672139.1713,photo processing / dry cleaners,Klick / Munro,Class 1,Class 1,Class 1,Class 1,141 BRUNTSFIELD PLACE,EH10 4EB,645
324571.2865,672091.0,grocer,Peckhams,Class 1,Class 1,Class 1,Class 1,155-159 BRUNTSFIELD PLACE,EH10 4DG,646
324559.1629,672084.6208,restaurant,Montpeliers,Class 3,Class 3,Class 3,Class 3,159A-163A BRUNTSFIELD PLACE,EH10 4DG,647
324556.9298,672083.5309,solicitors,Lindsays,Class 2,Class 2, , , , ,648
326136.0,672735.292300001,residential, ,Vacant,Class 9,Class 9,Class 4,78 BUCCLEUCH STREET,EH8 9NH,649
326145.6305,672712.1691,antiques,Buccleuch Antiques,Class 1,Class 1,Class 11,Class 11,90 BUCCLEUCH STREET,EH8 9NH,650
326149.215,672705.091800001,n/t/c,Kausar,Class 1,Class 1,Vacant,Class 3,94 BUCCLEUCH STREET,EH8 9NH,651
326150.9687,672700.4155,hairdresser,Ebony & Ivory,Class 1,Class 1,Class 1,Class 1,98 BUCCLEUCH STREET,EH8 9NH,652
326204.8768,672825.5845,security systems,Lothian Lock & Security Co.,Class 1,Class 4,Vacant,Class 2,5 CLERK STREET,EH8 9JH,653
326213.6305,672808.753599999,bank,T.S.B.,Vacant,Class 2, , , , ,654
326218.0146,672799.6931,florist,George Wilson,Class 1,Class 1,Vacant,Class 1,13 CLERK STREET,EH8 9JH,655
326222.5845,672791.507300001,hardware,Laird,Class 1,Class 1,Vacant,Class 1,17 CLERK STREET,EH8 9JH,656
326225.7996,672786.246400001,optician,J.G.S. Brown,Class 1,Class 1,Class 1,Class 1,19 CLERK STREET,EH8 9JH,657
324551.9157,672080.8006,jeweller,McDonald-Greene,Class 1,Class 1,Class 1,Class 1,165 BRUNTSFIELD PLACE,EH10 4DG,658
324547.632,672078.401699999,grocer,Peckham's,Class 1,Class 1,Class 1,Class 1,165A BRUNTSFIELD PLACE,EH10 4DG,659
324543.0056,672076.002800001,furniture,Marilyn Rose,Vacant,Class 1,Class 1,Class 1,165B BRUNTSFIELD PLACE,EH10 4DG,660
324537.2275,672071.7697,grocer,Avi-Foodstore,Class 1,Class 1,Class 1,Vacant,167 BRUNTSFIELD PLACE,EH10 4DG,661
324534.3146,672069.028100001,"hot food take-away (fish & chips, pizzas)",Globetrotter,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,169 BRUNTSFIELD PLACE,EH10 4DG,662
324532.7725,672065.4298,restaurant,Himalaya Tandoori Restaurant,Class 3,Class 3,Class 3,Class 3,171 BRUNTSFIELD PLACE,EH10 4DG,663
324530.7135,672060.912900001,n/t/c,T. Mahmoods,Class 1,Class 1,Class 1,Class 2,175 BRUNTSFIELD PLACE,EH10 4DG,664
324529.1713,672056.6292,chemist,S.M. Swanson,Class 1,Class 1,Class 1,Class 1,177 BRUNTSFIELD PLACE,EH10 4DG,665
324527.9719,672052.8595,take-away food,Good Food,SUI GENERIS,Class 1,SUI GENERIS,SUI GENERIS,179 BRUNTSFIELD PLACE,EH10 4DG,666
324526.2556,672046.9663,ladies clothing,The Changing Room,Class 4,Class 1,Class 1,Class 1,181 BRUNTSFIELD PLACE,EH10 4DG,667
324525.0562,672042.682600001,sauna,Mayfair,Class 11,Class 11,Class 3,Class 3,183 BRUNTSFIELD PLACE,EH10 4DG,668
324523.8567,672037.713500001,antiques,Young Happy Antiques,Class 1,Class 1,Class 1,Class 1,185 BRUNTSFIELD PLACE,EH10 4DG,669
324518.1152,671989.1713,fishmonger,George Hughes & Son,Class 1,Class 1,Class 1,Class 1,197 BRUNTSFIELD PLACE,EH10 4DQ,670
324517.7725,671980.6292,furniture,Classic Fitted Bedrooms,Class 1,Class 1,Class 2,Class 2,201-203 BRUNTSFIELD PLACE,EH10 4DH,671
324517.6011,671973.7697,n/t/c,Lawries Newagents,Class 1,Class 1,Class 1,Class 1,205 BRUNTSFIELD PLACE,EH10 4DH,672
324517.6011,671969.8287,estate agents,Trinity Factoring Services,Class 2,Class 2, , , , ,673
324517.7725,671962.631999999,estate agents,Trinity Factoring Services,Class 2,Class 2, , , , ,674
324517.4298,671957.1994,"greeting cards, calendars, stationery",Everyone's Design,Class 1,Class 1,Class 1,Class 1,213 BRUNTSFIELD PLACE,EH10 4DH,675
324517.6011,671952.401699999,fancy goods,Old and New,Class 1,Class 1,Class 1,Class 1,217 BRUNTSFIELD PLACE,EH10 4DH,676
324517.6011,671947.6039,"framed prints, posters etc",Everyone's Design,Class 1,Class 1,Class 1,Class 1,219 BRUNTSFIELD PLACE,EH10 4DH,677
324713.8399,672260.004799999,"eather goods, luggage; kilt hire & purchase",Manacraft Leather & Highland Co.,Class 1,Class 1,Class 1,Class 1,88 BRUNTSFIELD PLACE,EH10 4HG,678
324698.4598,672246.127900001,financial services - insurance,Swinton Insurance,Class 1,Class 2,Class 2,Class 2,90-92 BRUNTSFIELD PLACE,EH10 4ES,679
324694.0141,672241.956599999,fabrics,My House,Class 1,Class 1,Class 1,Class 1,96 BRUNTSFIELD PLACE,EH10 4ES,680
324689.2107,672237.4036,bank admin.,Bank of Scotland,Class 2,Class 2,Class 4,Class 4,98 BRUNTSFIELD PLACE,EH10 4ES,681
324686.771,672235.0724,hot food take-away,The Luncherie,Class 1,SUI GENERIS,Class 1,Class 3,100 BRUNTSFIELD PLACE,EH10 4ES,682
324684.0602,672232.470000001,driving school,DRM Drivers,Class 2,Class 4,Class 1,Vacant,104 BRUNTSFIELD PLACE,EH10 4ES,683
324681.4578,672229.9219,furniture,Sitting Room,Class 1,Class 1,Class 1,Class 1,106 BRUNTSFIELD PLACE,EH10 4ES,684
324677.012,672225.6085,launderette,Launderette,Class 1,Class 1,Class 1,Class 1,108 BRUNTSFIELD PLACE,EH10 4ES,685
324673.5121,672222.355599999,greeting cards & gift wrap,The Bay Tree Company,Class 1,Class 1,Class 1,Class 1,110 BRUNTSFIELD PLACE,EH10 4ES,686
324669.5543,672218.8858,optician,R.C. Cunning,Class 1,Class 1,Class 1,Class 1,114 BRUNTSFIELD PLACE,EH10 4ES,687
324665.2228,672214.337400001,shoe repairs,Shoe Trade,Class 1,Class 1,Class 1,Class 1,116 BRUNTSFIELD PLACE,EH10 4ES,688
324661.8615,672211.0845,vacant, ,Vacant,Vacant,Class 1,Class 1,118 BRUNTSFIELD PLACE,EH10 4ES,689
324658.2832,672207.6689,luggage,Alex Gibb & Son,Class 1,Class 1,Class 1,Class 1,120 BRUNTSFIELD PLACE,EH10 4ES,690
324652.6473,672202.23,vacant,vacant,Class 1,Vacant,Class 1,Class 3,124-130 BRUNTSFIELD PLACE,EH10 4ES,691
324634.0542,672181.6085,grocer,Spar,Class 1,Class 1,Class 1,Class 1,132-134 BRUNTSFIELD PLACE,EH10 4ER,692
324630.235,672178.271199999,photographic goods,Bruntsfield Cameras,Class 1,Class 1,Class 1,Class 1,136 BRUNTSFIELD PLACE,EH10 4ER,693
324625.3373,672174.1204,greengrocer,The Central Fruit Shop,Class 1,Class 1,Class 1,SUI GENERIS,138 BRUNTSFIELD PLACE,EH10 4ER,694
324622.3494,672171.518100001,delicatessen & food take-away,Kipp's Delicatessen,Class 2,Class 1,Class 1,SUI GENERIS,140 BRUNTSFIELD PLACE,EH10 4ER,695
324619.3615,672169.2049,fancy goods,Nomoss Gallery,Vacant,Class 1,Class 1,Class 1,144 BRUNTSFIELD PLACE,EH10 4ER,696
324616.9519,672167.1808,florist,Honeysuckle,Class 1,Class 1,Class 1,Class 1,146 BRUNTSFIELD PLACE,EH10 4ER,697
324612.6626,672163.409600001,greeting cards,Bruntsfield Cards,Class 1,Class 1,Class 1,Class 1,148 BRUNTSFIELD PLACE,EH10 4ER,698
324609.2892,672160.518100001,shoe repairs / key cutting,S.O.S.,Class 1,Class 1,Class 1,Class 1,150 BRUNTSFIELD PLACE,EH10 4ER,699
324605.4338,672157.337400001,domestic appliance servicing,Bruntsfield Hoover Service,Class 1,Class 1,Class 1,Class 1,154 BRUNTSFIELD PLACE,EH10 4ER,700
324600.3734,672153.6987,caterers,A La Carte,Class 1,Class 1,Class 1,Class 1,156 BRUNTSFIELD PLACE,EH10 4ER,701
324597.8675,672151.9638,restaurant,Il Giardino dell'Italia,Class 3,Class 3,Class 3,Class 3,158 BRUNTSFIELD PLACE,EH10 4ER,702
324595.0723,672149.9398,beautician,Bodiwize,Vacant,Class 1, , , , ,703
324592.2772,672148.1085,beautician,Bodiwize,Vacant,Class 1,Class 1,Class 1,164 BRUNTSFIELD PLACE,EH10 4ER,704
324587.5902,672144.8553,books,Read Books,Class 1,Class 1,Class 1,Class 1,166 BRUNTSFIELD PLACE,EH10 4ER,705
324583.4458,672142.1566,jeweller,N.W. Gayler,Class 1,Class 1,Class 2,Class 2,168 BRUNTSFIELD PLACE,EH10 4ER,706
324579.8796,672139.554199999,jeweller,Fabulous Fakes,Class 4,Class 1,Class 1,Class 1,170 BRUNTSFIELD PLACE,EH10 4ER,707
324575.8315,672136.9519,confectioner,Chocolate Delights,Vacant,Class 1,Class 1,Class 1,174 BRUNTSFIELD PLACE,EH10 4ER,708
324553.1807,672123.1204,wine merchant,Oddbins,Class 1,Class 1,Class 1,Class 1,176 BRUNTSFIELD PLACE,EH10 4DF,709
324549.2289,672120.325300001,ladies clothing,Variations,Class 1,Class 1,Class 1,Class 1,178 BRUNTSFIELD PLACE,EH10 4DF,710
324545.3736,672117.8193,vacant, ,Class 1,Vacant, , , , ,711
324541.8074,672115.3134,restaurant,La Cafetiere,Class 3,Class 3, , , , ,712
324537.1083,672112.1204,butcher,William Christie,Class 1,Class 1,Class 1,Class 1,186 BRUNTSFIELD PLACE,EH10 4DF,713
324534.1204,672110.0,grocer,Greig & Purves,Class 1,Class 1,Class 1,Class 1,188 BRUNTSFIELD PLACE,EH10 4DF,714
324529.9759,672107.494000001,baker,Crawfords,Class 1,Class 1,Class 1,Class 3,192-194 BRUNTSFIELD PLACE,EH10 4DF,715
324525.4459,672104.506100001,n/t/c,Crerar & Co.,Class 1,Class 1,Class 1,Class 1,196 BRUNTSFIELD PLACE,EH10 4DF,716
324520.1564,672101.1083,baker,Greggs,Class 1,Class 1,Class 1,Class 1,198 BRUNTSFIELD PLACE,EH10 4DF,717
324516.2047,672098.6987,travel agent,Karl Dyson,Class 1,Class 1,Class 1,Class 1,200 BRUNTSFIELD PLACE,EH10 4DF,718
324511.6747,672095.614499999,fishmonger,Robert Main & Sons,Class 1,Class 1,Class 1,Class 1,202 BRUNTSFIELD PLACE,EH10 4DF,719
324507.4338,672093.1085,bank,Royal Bank of Scotland,Class 2,Class 2,Class 2,Class 2,206 BRUNTSFIELD PLACE,EH10 4DF,720
324490.9637,672051.242799999,bank,Royal Bank of Scotland,Class 2,Class 2,Class 3,Class 3,208 BRUNTSFIELD PLACE,EH10 4DE,721
324880.0024,672582.252499999,vacant, ,Class 1,Vacant,Class 2,Class 1,1 BRUNTSFIELD PLACE,EH10 4HN,722
324877.7513,672577.2501,vacant, ,Class 1,Vacant,Class 1,Vacant,2 BRUNTSFIELD PLACE,EH10 4HN,723
324875.0,672571.9976,restaurant (Chinese),Lee-On,Class 3,Class 3,Class 3,Class 3,4-5 BRUNTSFIELD PLACE,EH10 4HN,724
324871.7513,672564.749399999,charity shop,Thrift Shop,Class 1,Class 1,Class 1,Class 1,6 BRUNTSFIELD PLACE,EH10 4HN,725
324908.2487,672574.001,antique clocks,Bruntsfield Clocks,Class 1,Class 1,Class 1,Class 2,7 BRUNTSFIELD PLACE,EH10 4HN,726
324906.4979,672570.499299999,mobile telephones,Mobile Direct,Class 1,Class 1,Class 1,Class 1,9 BRUNTSFIELD PLACE,EH10 4HN,727
324869.5017,672560.0,hairdresser,Riva Hair Design,Class 1,Class 1,Class 1,Class 1,10 BRUNTSFIELD PLACE,EH10 4HN,728
324863.5026,672548.0024,vacant, ,Vacant,Vacant,Class 1,Class 1,11 BRUNTSFIELD PLACE,EH10 4HN,729
324861.0014,672543.2501,cakes & cake decorations,Cake & Chocolate Shop, ,Class 1,Class 1,Class 1,12 BRUNTSFIELD PLACE,EH10 4HN,730
324858.2501,672537.9976,sports equipment & clothing,Elliot Sport,Class 1,Class 1,Class 1,Class 1,14-17 BRUNTSFIELD PLACE,EH10 4HN,731
324855.2525,672530.7523,Chinese supermarket,Sin Fung,Class 1,Class 1,Class 1, , , ,732
324852.5012,672525.7499,hi-fi repairs,Hi-Fi Repair Shop,Class 1,Class 1,Class 1,Class 1,19 BRUNTSFIELD PLACE,EH10 4HN,733
324850.0,672520.747500001,baker,Breadwinner,Class 1,Class 1,Class 1,Class 1,20 BRUNTSFIELD PLACE,EH10 4HN,734
324846.0014,672512.251499999,vacant, ,Class 1,Vacant,Class 1,Vacant,22 BRUNTSFIELD PLACE,EH10 4HN,735
324844.7508,672508.249600001,beautician & hairdresser,Salon Victoria,Class 1,Class 1,Class 1,Class 1,23 BRUNTSFIELD PLACE,EH10 4HN,736
324843.5045,672503.2554,videotape hire,Azad Video,Class 1,Class 1,Class 1,Class 1,25-27 BRUNTSFIELD PLACE,EH10 4HJ,737
324841.7537,672496.7523,books,Book Swop,Class 1,Class 1,Class 1,Class 1,28 BRUNTSFIELD PLACE,EH10 4HJ,738
324840.5031,672492.2501,antiques,Tim Hardie,Class 1,Class 1,Class 1,Class 1,30 BRUNTSFIELD PLACE,EH10 4HJ,739
324839.5026,672488.248199999,gents clothing,Davison,Vacant,Class 1, , , , ,740
324836.5012,672479.494100001,hairdresser (gents),Davison,Class 1,Class 1, , , , ,741
324835.2525,672474.4998,pets & pet supplies,Hill Lord & Co.,Class 1,Class 1,Class 1,Class 1,35 BRUNTSFIELD PLACE,EH10 4HJ,742
324834.0019,672468.4969,antiques,Young,Class 1,Class 1,Class 2,Class 2,36 BRUNTSFIELD PLACE,EH10 4HJ,743
324832.0033,672461.252,business services,Scotsec,Class 4,Class 4,Class 1,Class 1,37 BRUNTSFIELD PLACE,EH10 4HJ,744
324830.5026,672455.999500001,letting agency,Lothian Lettings,Class 2,Class 2,Class 2,Class 1,38 BRUNTSFIELD PLACE,EH10 4HJ,745
324829.0019,672449.7465,hot food take-away,Pronto Pizza,Class 3,SUI GENERIS,Class 3,Class 3,40-41 BRUNTSFIELD PLACE,EH10 4HJ,746
324877.2492,672515.750800001,insurance brokers,John Paton,Vacant,Class 2,Class 1,Class 2,43 BRUNTSFIELD PLACE,EH10 4HJ,747
324742.1182,672286.3166,grocer,Margiotta,Class 4,Class 1,Class 1,Class 1,78 BRUNTSFIELD PLACE,EH10 4HG,748
324737.0406,672281.307499999,hot food take-away,Greenway,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,80 BRUNTSFIELD PLACE,EH10 4HG,749
324732.3941,672276.9122,plants,Bonsai,Class 1,Class 1,Class 1,Class 1,81 BRUNTSFIELD PLACE,EH10 4HG,750
324729.375,672274.0075,pictures & picture framing,Framers,Vacant,Class 1,Class 1,Class 1,83 BRUNTSFIELD PLACE,EH10 4HG,751
324726.1729,672270.942600001,hot food take-away,Pizza Connection,Class 3,SUI GENERIS,SUI GENERIS,SUI GENERIS,84 BRUNTSFIELD PLACE,EH10 4HG,752
324721.5707,672267.186699999,clothing repairs,Stitches,Class 1,Class 1, , , , ,753
324717.4766,672263.412799999,clothing repairs,Stitches,Class 1,Class 1, , , , ,754
318317.3962,668195.8113,vacant, ,Class 1,Vacant,Vacant, , , ,755
318323.2013,668195.2075,n/t/c,R.S. McColl,Class 1,Class 1,Vacant, , , ,756
318330.3081,668194.8994,hairdresser,Hair Tech,Class 1,Class 1,Class 1,Class 1,17 BRYCE ROAD,EH14 5LT,757
318540.0132,667926.9059,hot food take-away,Sun Kuk,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,56 BRYCE ROAD,EH14 5LD,758
318542.0941,667922.9323,florist,Vicky's Flowers,Class 1,Class 1,Class 1,Class 1,60 BRYCE ROAD,EH14 5LD,759
318543.7244,667918.0527,wine merchant,Victoria Wine,Class 1,Class 1, , , , ,760
323884.4643,672450.6285,grocer,Zenith Food & Wine,Class 1,Class 1,Class 1,Class 1,1-3 BRYSON ROAD,EH11 1ED,761
323815.987,672409.7214,residential, ,Vacant,Class 9, , , , ,762
323679.8078,672295.3737,shopfitters,Rosie & Howells,Class 4,Class 4,Class 9,Class 9, , ,763
323876.8143,672472.6501,grocer,Sakinas - Family Choice,Class 1,Class 1, , , , ,764
326350.7996,673763.1545,gents clothing,Braveheart Trading Post,Class 1,Class 1,Class 1,Class 1,189 CANONGATE,EH8 8BN,765
326341.9227,673760.446799999,vacant, ,Vacant,Vacant,Vacant,Vacant,193 CANONGATE,EH8 8BN,766
326333.2923,673758.1545,"coffee shop, confectionery",Fudge House of Edinburgh,Class 3,Class 3,Class 3,Class 3,197 CANONGATE,EH8 8BN,767
326323.0459,673755.661800001,hot food take-away,Elvas,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,223 CANONGATE,EH8 8BJ,768
326293.9541,673747.492699999,florist,The Green House,Vacant,Class 1,Class 1,Class 1,229 CANONGATE,EH8 8BJ,769
326242.7369,673732.9541,gifts & crafts,Eastern Crafts,Class 1,Class 1,Class 1,Class 3,251-253 CANONGATE,EH8 8BQ,770
326210.7996,673723.615900001,bank,Bank of Scotland,Class 2,Class 2, , , , ,771
326200.8768,673722.2777,restaurant,The Grange,Class 1,Class 3,Class 3,Class 3,267 CANONGATE,EH8 8BQ,772
326163.3841,673715.615900001,rugs,Mihrab Gallery,Class 1,Class 1,Class 1,Class 1,297 CANONGATE,EH8 8BD,773
326157.2464,673714.446799999,"gifts, souvenirs, clothing",Simply Scotland,Vacant,Class 1,Class 1,Class 1,299 CANONGATE,EH8 8BD,774
326606.8309,673845.922700001,playing cards,R. Somerville,Class 1,Class 1,Class 1,Class 1,82 CANONGATE,EH8 8BZ,775
326536.5845,673813.338199999,musical instruments (organs),Edinburgh Organ Studio,Class 1,Class 1,Class 1,Class 1,98 CANONGATE,EH8 8DD,776
326520.4155,673806.0,demolished, ,Class 1,Demolished,Class 1,Class 1,110 CANONGATE,EH8 8DD,777
326502.7077,673800.7996,office,Edinburgh Jazz Festival,Class 4,Class 1, , , , ,778
326494.2464,673797.922700001,pictures & picture framing,Holyrood Gallery,Class 1,Class 1, , , , ,779
326419,673766,"gifts, curios",Curio Shop,Class 1,Class 1,Class 1,Class 1,154 CANONGATE,EH8 8DD,780
326419,673766,clothing ( t-shirts & sweaters),Fantastic Leisure,Class 1,Class 1,Class 1,Class 1,156 CANONGATE,EH8 8DD,781
326419,673766,tea room & café,Brambles Coffee Shop,Class 1,Class 3,Class 3,Class 3,158 CANONGATE,EH8 8DD,782
326409,673763,hot food take-away,Bene's Fish & Chips,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,162 CANONGATE,EH8 8DD,783
326409,673763,crafts,Celtic & Pictish Knitwear & Crafts,Class 1,Class 1,Class 1,Class 1,164 CANONGATE,EH8 8DD,784
326409,673763,knitwear,Celtic & Pictish Knitwear & Crafts,Class 1,Class 1,Class 1,Class 1,166 CANONGATE,EH8 8DD,785
326396,673754,antiques,Talish Gallery,Vacant,Class 1,Class 1,Class 1,168 CANONGATE,EH8 8DF,786
323777.4623,672415.384400001,hot food take-away,Tico Tico,SUI GENERIS,SUI GENERIS,SUI GENERIS,Vacant,26 BRYSON ROAD,EH11 1DX,787
323771.0,672411.3455,"car accessories, motor factors",Watson Trade Services,Class 1,Class 1, , , , ,788
326100.2004,672924.077299999,architect,Arcade Architects,Class 4,Class 4, , , , ,789
326117.3695,672874.123199999,books,James Thin,Class 1,Class 1,Class 1,Class 1,29-31 BUCCLEUCH STREET,EH8 9LT,790
326119.1545,672866.6764,baker,Craft Bakers,Class 1,Class 1,Class 1,Class 1,35 BUCCLEUCH STREET,EH8 9LT,791
326120.6159,672860.5386,dressmaker,Cinderella Dresses,Class 4,Class 1,Vacant,Class 1,37 BUCCLEUCH STREET,EH8 9LT,792
326129.4927,672823.908199999,residential, ,Vacant,Class 9, , , , ,793
326139.4927,672788.908199999,solicitors,Soutar & Co.,Class 4,Class 2, , , , ,794
326143.2004,672776.3695,restaurant,King's Balti, ,Class 3, , , , ,795
326149.9082,672756.5845,public house,Proctors,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,93-95 BUCCLEUCH STREET,EH8 9NG,796
326158.9082,672729.0459,restaurant,Pierre Lapin,Class 3,Class 3,Class 3,Class 3,111-113 BUCCLEUCH STREET,EH8 9NG,797
326163.0,672722.3236,hot food take-away,Afshan Tandoori Palace,Vacant,SUI GENERIS,Class 3,Class 3,117-119 BUCCLEUCH STREET,EH8 9NG,798
326188.57,672689.707699999,charity shop,Women Onto Work,Vacant,Class 1,Class 2,Class 2,137 BUCCLEUCH STREET,EH8 9NE,799
326190.9082,672685.615900001,antiques,Chesterfield Antiques,Class 1,Class 1, , , , ,800
326193.8309,672682.1086,hairdresser,Violet's Hair Stylists,Class 1,Class 1,Class 1,Class 1,143 BUCCLEUCH STREET,EH8 9NE,801
326197.7391,672676.876800001,office supplies,Management Solutions,Class 4,Class 2,Class 2,Class 2,145 BUCCLEUCH STREET,EH8 9NE,802
326200.9541,672672.492699999,residential, ,Vacant,Class 9, , , , ,803
326204.1691,672669.2777,bicycles,Bargain Bikes,Class 1,Class 1,Vacant,Class 9, , ,804
326088.2609,672882.077299999,office equipment,Cash Registers (Buccleuch) Ltd.,Class 1,Class 2,Vacant,Demolished, , ,805
326101.9541,672846.8455,vacant, ,Vacant,Vacant,Class 1,Class 3,30 BUCCLEUCH STREET,EH8 9LP,806
326105.4614,672833.7996,vacant, ,Vacant,Vacant,SUI GENERIS,SUI GENERIS,36 BUCCLEUCH STREET,EH8 9LP,807
326106.3382,672830.292300001,information office,The Advice Place (Edin. Univ. Students Assoc.),Class 3,Class 2,Class 4,Class 4,38 BUCCLEUCH STREET,EH8 9LP,808
326106.8768,672827.3695,public house,Meadow Bar,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,42-44 BUCCLEUCH STREET,EH8 9LP,809
