X,Y,DESCRIP04,BUSINESS04,USECLASS86,USECLASS96,USECLASS04,USECLASS10,ADDRESS,POSTCODE,OBJECTID
326455.5436,674950.1666,public house,Bar 25,SUI GENERIS,SUI GENERIS,SUI GENERIS,Class 1,25 ALBERT PLACE,EH7 5HN,27
326452.8954,674946.570800001,hairdresser,Talking Heads,Class 1,Class 1,Class 1,Vacant,26 ALBERT PLACE,EH7 5HN,28
326450.5316,674943.3627,nail salon,Glam,Class 1,Class 1,Class 1,Class 1,27 ALBERT PLACE,EH7 5HN,29
326447.9989,674939.817,hairdresser,The Cutting Room,Class 1,Class 1,Class 1,Class 1,28 ALBERT PLACE,EH7 5HN,30
326445.0904,674936.090399999,hot food take-away,Full of Beans, , ,SUI GENERIS, , , ,31
326439.6623,674928.9739,hot food take-away,Full of Beans, , ,SUI GENERIS, , , ,32
326516.7658,675014.416099999,restaurant,The Salsa Hut,Class 3,SUI GENERIS,Class 3,Class 3,3A ALBERT STREET,EH7 5HL,33
326635.6299,675006.1732,vacant,vacant,Class 2,Class 4,Vacant,Class 4,21 ALBERT STREET,EH7 5LH,34
326656.0,675005.2599,vacant,vacant,Class 2,Vacant,Vacant,Class 1,33 ALBERT STREET,EH7 5LH,35
326679.7401,675003.629899999,estate agents,W.W. & J. Borland,Vacant,Class 2,Class 2,Class 2,45 ALBERT STREET,EH7 5LN,36
326894.1968,674991.1732,office,Ciao Roma,SUI GENERIS,SUI GENERIS,Class 4,Class 9, , ,37
326899.6299,674990.0866, , ,Vacant,Class 9,Class 9, , , ,38
326977,674981, , ,Class 1,Class 2,Class 9, , , ,39
326978,674989,vacant,vacant, , ,Vacant,Vacant,101 ALBERT STREET,EH7 5LY,40
326543.5577,675038.103499999,sandwich bar,Harvey's,Class 1,Class 1,Class 1,Vacant, , ,41
326547.2723,675037.934599999,welfare,Milan Senior Welfare Council,Class 1,Class 2,Class 2,Vacant,10 ALBERT STREET,EH7 5LG,42
326553.5196,675037.596899999,baker,Sicilian Pastry Shop,Class 1,Class 1,Class 1,Class 1,14-16 ALBERT STREET,EH7 5LG,43
326562.9869,675037.090399999,grocer,Ben Stores, , ,Class 1,Class 1,18-20 ALBERT STREET,EH7 5LG,44
326568.7277,675036.921599999,hot food take-away,King Kebab,Vacant,Class 1,SUI GENERIS,SUI GENERIS,24 ALBERT STREET,EH7 5LG,45
326118.5719,674544.116599999,"trophies, engraving",Emslie Engraving Co.,Class 1,Class 1,Class 1,Vacant,13 ANTIGUA STREET,EH1 3NH,46
326121.5588,674548.934599999,"wallpaper, paints",Fads,Class 1,Class 1,Class 1,Class 1,14 ANTIGUA STREET,EH1 3NH,47
323508.8081,672456.9794,bank,Bank of Scotland / HBOS,Class 2,Class 2,Class 2,Class 2,1(GF) ARDMILLAN TERRACE,EH11 2JN,48
323508.4043,672448.266000001,hairdresser,Natisse Hairdressing,Class 1,Class 1,Class 1,Class 1,2 ARDMILLAN TERRACE,EH11 2JN,49
323507.1486,672437.788000001,chemist,Springwell Pharmacy,Class 1,Class 1,Class 1,Class 1,3 ARDMILLAN TERRACE,EH11 2JN,50
323492.2865,672283.420499999,chimney sweep,Auld Reekie,Class 1,Vacant,Class 4,Class 4,24 ARDMILLAN TERRACE,EH11 2JW,51
323492.1584,672279.322799999,"trophies, engraving",Activity Awards,Class 2,Class 1,Class 1,Class 1,25 ARDMILLAN TERRACE,EH11 2JW,52
325660.262,672359.632200001,public house,Argyle Bar / The Hide,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,15-17 ARGYLE PLACE,EH9 1JJ,53
325660.7356,672340.002499999,greengrocer,Nadia's Fruit Market,Class 4,Class 1,Class 1,Class 1,18 ARGYLE PLACE,EH9 1JJ,54
325660.262,672347.105799999,health foods (organic / vegetarian),The New Leaf,Class 1,Class 1,Class 1,Vacant,20 ARGYLE PLACE,EH9 1JJ,55
325660.7356,672352.7884,restaurant (South East Asian),Thaisanuk,Class 3,Class 3,Class 3,Class 3,21 ARGYLE PLACE,EH9 1JJ,56
325660.262,672364.0529,florist,Flowers by Monica Higgins,Class 1,Class 1,Class 1,Vacant,22 ARGYLE PLACE,EH9 1JJ,57
325660.262,672368.3149,greengrocer,Tse's Fruit Market,Class 1,Class 1,Class 1,Class 1,23 ARGYLE PLACE,EH9 1JJ,58
325660.262,672371.629799999,greengrocer,Haji's Fruitmarket,Class 1,Class 1,Class 1, , , ,59
325660.262,672374.944700001,vacant,vacant,Class 1,Vacant,Vacant, , , ,60
325660.3149,672383.579299999,vacant,vacant,Class 1,Class 1,Vacant, , , ,61
325660.3149,672389.7356,bicycle repairs & accessories,Bicycle Works,Vacant,Class 1,Class 1,Class 1,30 ARGYLE PLACE,EH9 1JJ,62
325659.3149,672417.1587,architects,Helen Lucas / Richard Erdal / Benson & Forsyth etc.,Class 2,Class 2,Class 2,Class 4,31 ARGYLE PLACE,EH9 1JT,63
325658.8942,672441.579299999,architects,Burgess Adams,Class 4,Class 1,Class 2,Class 4,38 ARGYLE PLACE,EH9 1JT,64
325658.8942,672447.262,second-hand bicycles,David's Bicycle Store,Class 4,Class 1,Class 1,Class 3,39 ARGYLE PLACE,EH9 1JT,65
325658.8413,672456.2644,sauna,The New Gentle Touch,Class 1,Class 1,Class 11,Class 11,40 ARGYLE PLACE,EH9 1JT,66
325658.8413,672462.420700001,children's theatre and tv,Happy Gang,Class 1,Class 1,Class 11,Class 2,41 ARGYLE PLACE,EH9 1JT,67
325658.3678,672469.0504,architects & planning consultants / quantity surveyors,Christopher Dinnis Associates / Morgan Munro,Class 4,Class 4,Class 2,Class 4,43(BF) ARGYLE PLACE,EH9 1JT,68
323351.2704,671720.432399999,wool merchants,Hughes & Patterson Ltd.,Class 2,Class 2,Class 2,Class 4, , ,69
323342.6486,671729.054199999,hairdresser,Dian Ward Hairdressing,Vacant,Class 4,Class 1,Class 1,1E ASHLEY TERRACE,EH11 1RF,70
323339.7746,671731.928200001,plumbers & electricians,Ashley House, , ,Class 4,Class 2,1F ASHLEY TERRACE,EH11 1RF,71
323259.7028,671820.054199999,n/t/c & grocer,M.A's Newsagents,Class 1,Class 1,Class 1,Class 1,29-30 ASHLEY TERRACE,EH11 1RE,72
323256.3514,671823.4866,soft furnishings,James Aird,Class 1,Class 1,Class 1,Class 1,32 ASHLEY TERRACE,EH11 1RE,73
323253.4775,671826.3606,architects,Studio 33,Class 1,Vacant,Class 2,Class 4,33 ASHLEY TERRACE,EH11 1RE,74
323249.793,671830.8289,clothing,n/a,Class 1,Class 4,Class 1,Class 1,34 ASHLEY TERRACE,EH11 1RE,75
323247.1803,671833.9641,"greeting cards, stationery, printing",Goldprint,Class 1,Class 1,Class 1,Class 2,36 ASHLEY TERRACE,EH11 1RE,76
323258.9908,671855.2162,chemist,Tainsh Pharmacy,Class 1,Class 1,Class 1,Class 1,37 ASHLEY TERRACE,EH11 1RY,77
323261.8648,671852.081,graphic design studio,H & A Graphic Design,Class 1,Class 1,Class 4,Class 1,39 ASHLEY TERRACE,EH11 1RY,78
323264.4775,671848.945800001,electrician,Ramsay Electrical Company,Class 1,Vacant,Class 4,Vacant,40 ASHLEY TERRACE,EH11 1RY,79
323268.9458,671844.522500001,chartered surveyors,Owen and Co,Class 1,Class 1,Class 4,Class 2,41 ASHLEY TERRACE,EH11 1RY,80
323271.0359,671841.3873,florist,Pollination,Class 1,Class 2,Class 1,Class 1,42 ASHLEY TERRACE,EH11 1RY,81
323273.9099,671837.990800001,vacant,vacant,Class 1,Class 1,Vacant,Class 1,44 ASHLEY TERRACE,EH11 1RY,82
323276.5225,671835.116900001,grocer,Ashley Food Stores,Class 1,Class 1,Class 1,Class 1,45 ASHLEY TERRACE,EH11 1RY,83
323283.4324,671828.0,grocer,Margiotta, , ,Class 1,Class 1,46-50 ASHLEY TERRACE,EH11 1RY,84
327339.9492,676406.426100001,restaurant (Mongolian),Khublai Khan's Barbecue,SUI GENERIS,SUI GENERIS,Class 3,Class 3,43 ASSEMBLY STREET,EH6 7BQ,85
324313.1759,673394.9186,restaurant (Indian),Indian Cavalry Club,Class 3,Class 3,Class 3,Class 3,3 ATHOLL PLACE,EH3 8HP,86
324262.7297,673357.5799,printing & copying,Edinburgh Print Centre,Class 1,Class 4,Class 4,Vacant, , ,87
324258.7166,673348.824100001,solicitors,Hughes Walker Solicitors,Class 4,Class 4,Class 2,Vacant,13 ATHOLL PLACE,EH3 8HP,88
330160.5783,673983.477499999,computer centre,Standard Life, ,Class 1,Class 4,Class 4,11 BAILEYFIELD CRESCENT,EH15 1ET,89
330129.8591,673615.754899999,public house,The Coach House, , ,SUI GENERIS,Class 11,39 BAILEYFIELD ROAD,EH15 1NA,90
313965.0819,670821.163699999,doctors surgery,Ratho Surgery, , ,Class 2,Class 2, , ,91
313928.5443,670872.7599,public house,Bridge Inn,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,27 BAIRD ROAD,EH28 8RU,92
324684.818,674511.602700001,cheesemonger,Ian J. Mellis,Class 1,Class 1,Class 1,Class 1,6 BAKER'S PLACE,EH3 6SY,93
324682.8038,674513.449100001,baker,Italian Home Bakery,Class 1,Class 1,Class 1,Vacant,7 BAKER'S PLACE,EH3 6SY,94
324680.6218,674515.463199999,coffee shop,Starbucks,Class 1,Class 1,Class 3,Class 3,8-10 BAKER'S PLACE,EH3 6SY,95
324346.5954,670946.3005,housing association office,Barony Housing,Class 4,Class 2,Class 2,Class 2,8 BALCARRES STREET,EH10 5JB,96
324248,670951,car showroom,Western Saab,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,21-22 BALCARRES STREET,EH10 5JD,97
326664.7146,675370.234200001,hairdresser,Individuals,Class 1,Class 1,Class 1,Class 11,3 BALFOUR STREET,EH6 5BY,98
326656.3638,675380.597999999,hot food take-away,Seven Seas,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,7C BALFOUR STREET,EH6 5BY,99
326645.7146,675395.3508,vacant,vacant,Class 1,Class 1,Vacant,Vacant, , ,100
326593.7069,675468.823799999,grocer & n/t/c,A M Licensed Grocer,Class 1,Class 1,Class 1,Class 1,29 BALFOUR STREET,EH6 5DQ,101
326628.8812,675471.116900001,dental laboratory,Dental Lab, , ,Class 2,Class 2,28-30 BALFOUR STREET,EH6 5EP,102
326571.598,675036.752699999,butcher,Graham Cherrie,Class 1,Class 1,Class 1,Class 1,26 ALBERT STREET,EH7 5LG,103
326581,675042,vacant,vacant,Class 1,Class 4,Vacant,Class 4,28 ALBERT STREET,EH7 5LG,104
326581,675042,hot food take-away,Dante's, , ,SUI GENERIS,SUI GENERIS,30 ALBERT STREET,EH7 5LG,105
326581,675042,scrap metal,Albert Street Metals,Class 2,Class 2,Class 4,Class 4,34 ALBERT STREET,EH7 5LG,106
326860.6535,675020.023600001,stonemason,Stone Restore,Class 4,Class 4,Class 4,Class 4,144 ALBERT STREET,EH7 5LT,107
326870.4331,675019.4803,office,Garvie Bagpipes,Class 4,Vacant,Class 2,Vacant,152 ALBERT STREET,EH7 5LT,108
326882.882,675018.937000001,public house,Cabbage and Ribs,SUI GENERIS,SUI GENERIS,SUI GENERIS,Vacant, , ,109
326912.5669,675016.937000001,n/t/c,S & J Albert Stores,Class 1,Class 1,Class 1,Class 1,160 ALBERT STREET,EH7 5NA,110
326918.5433,675016.937000001,dwelling,dwelling,Vacant,Vacant,Class 9, , , ,111
326969.4331,675014.110200001,building insulation,Holt Insulation Ltd.,Class 1,Class 1,Class 4,Class 4,176 ALBERT STREET,EH7 5NA,112
326978.5433,675013.5669,public house,Royal Nip,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,180 ALBERT STREET,EH7 5NA,113
327011.5433,674930.283500001,football shop,The Football Programme Shop,UNKNOWN USE,Class 1,Class 1,Class 1,5 ALBION ROAD,EH7 5QJ,114
327015.8898,674931.370100001,pest control services,A.K.A. Pest Control Services,Class 1,Class 1,Class 4,Class 9, , ,115
327028.4567,674934.5669,take away food,Albion Snack Bar,Class 1,Class 1,Class 1,Class 1,11 ALBION ROAD,EH7 5QJ,116
327033.3465,674935.6535,hairdresser (gents),Clippers,Vacant,Class 1,Class 1,Class 1,13 ALBION ROAD,EH7 5QJ,117
327199.0866,674944.5669,public house,Albion Bar,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,49 ALBION ROAD,EH7 5QP,118
327178.9134,674924.3465,car sales,Albion Road Garage,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,36-36A ALBION ROAD,EH7 5QU,119
327182.7165,674918.9134,car sales,Albion Road Garage,UNKNOWN USE,SUI GENERIS,SUI GENERIS,SUI GENERIS,38 ALBION ROAD,EH7 5QU,120
327185.4331,674912.937000001,health studio & sauna,Scorpio Leisure,Class 4,Class 11,Class 11,Class 11,42-44 ALBION ROAD,EH7 5QU,121
327226.8462,674852.429199999,grocer,Lifestyle Stop & Shop, , ,Class 1,Class 1,52 ALBION ROAD,EH7 5QZ,122
327233.7125,674848.4257,"cleaning services, clearances","Albion Cleaning Services, R&A Transport", , ,Class 4,Vacant,56 ALBION ROAD,EH7 5QZ,123
327237.6131,674846.2665,vacant,vacant,Vacant,Vacant,Vacant,Vacant,58 ALBION ROAD,EH7 5QZ,124
322562.2514,672190.7041,graphic design,The Fourth Craw, , ,Class 4,Class 4,8 ALEXANDER DRIVE,EH11 2RH,125
322308.2289,670979.7711,surveyors & estate agents,Davidson & Robertson,Class 2,Class 4,Class 4,Class 4,1 ALLAN PARK ROAD,EH14 1LD,126
324554.903,673727.2347,restaurant,One Alva Street, , ,Class 3,Class 3,1A ALVA STREET,EH2 4PH,127
324544.6479,673715.3521,"natural therapies & healing (osteopathy, reflexology, aromatherapy, physiotherapy etc.)",Total Body Approach, , ,Class 2, , , ,128
324527.5305,673697.979699999,beauty salon,Tao Beauty & Electrolysis Clinic, , ,Class 1,Class 2,11(BF) ALVA STREET,EH2 4PH,129
324467.0407,673638.979699999,beauty salon,Claire's Beauty and Health,Class 1,Class 1,Class 1,Class 1,33 ALVA STREET,EH2 4PS,130
324452.842,673658.0407,café,Cafe Provencal,Class 3,Class 3,Class 3,Class 1,34-34B ALVA STREET,EH2 4PY,131
324943.1843,672295.889699999,bicycles,Edinburgh Bicycle Co-operative, , ,Class 1,Class 1,5-11 ALVANLEY TERRACE,EH9 1DU,132
325990.1771,676930.3616,public house,Prom Bar, , ,SUI GENERIS,SUI GENERIS,2-3 ANCHORFIELD,EH6 4JG,133
325985.6384,676931.269400001,betting shop,Fernieside Racing,Class 1,Class 4,Class 2,Class 2,5 ANCHORFIELD,EH6 4JG,134
325980.6457,676932.177100001,baker,Anchor Bakery,Class 1,Class 1,Class 1,Vacant,6 ANCHORFIELD,EH6 4JG,135
325975.5388,676933.4465,n/t/c,Anchorfield Newsagent,Class 1,Class 1,Class 1,Vacant,7 ANCHORFIELD,EH6 4JG,136
325970.5461,676934.3543,café,Lockie's Café,Class 1,Class 3,Class 3,Vacant,9 ANCHORFIELD,EH6 4JG,137
323653.1772,672446.220100001,public house,Athletic Arms,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,1-3 ANGLE PARK TERRACE,EH11 2JX,138
323649.5776,672442.033399999,vacant,vacant,Class 2,Vacant,Vacant,Class 4,5 ANGLE PARK TERRACE,EH11 2JX,139
323645.6635,672437.3365,fireplaces,Cast Iron Fire Place co.,Class 2,Class 2,Class 2,Class 4,7 ANGLE PARK TERRACE,EH11 2JX,140
323639.3604,672429.1313,furniture,Olympian Pine Ltd., , ,Class 1,Class 1,(8) ANGLE PARK TERRACE,EH11 2JX,141
323594,672386,joiners & decorators,Peter Sandilands,Class 4,Class 4,Class 4,Class 4,22 ANGLE PARK TERRACE,EH11 2JX,142
323583,672368,children's music centre,The Childrens Music Centre,Class 1,Vacant,Class 11,Vacant,24 ANGLE PARK TERRACE,EH11 2JT,143
323524,672303,public house,Caledonian Sample Room,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,58 ANGLE PARK TERRACE,EH11 2JR,144
323504.2805,672289.0792,n/t/c,Angle Park Newsagents,Class 1,Class 1,Class 1,Class 1,60 ANGLE PARK TERRACE,EH11 2JR,145
323500.8231,672286.2621,hairdresser,Reflections,Class 1,Class 1,Class 1,Class 2,62 ANGLE PARK TERRACE,EH11 2JR,146
323497.573,672283.5122,electrical goods - repairs,Branded,Class 4,Class 4,Class 1,Class 4,64 ANGLE PARK TERRACE,EH11 2JR,147
323501.0608,672262.841600001,carpenters,Angle Park Developments,Class 4,Vacant,Class 4,Class 9, , ,148
323504.3901,672265.4026,cleaning contractors,Roseburn Cleaning Services,Class 4,Class 4,Class 4,Class 4, , ,149
323507.5914,672267.9637, , ,Class 1,Class 9,Class 9, , , ,150
323533.2073,672286.866,upholsterer,W. Irvine & Son,Class 1,Class 1,Class 4,Class 4,76 ANGLE PARK TERRACE,EH11 2JP,151
326079.6137,674827.678099999,bathroom furniture & fittings,Bathroom Planet, ,Class 1,Class 1,Demolished, , ,152
326198.4673,674751.3115,car hire,Ford Rental,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,12 ANNANDALE STREET,EH7 4AN,153
325925.5461,676939.4539,hot food take-away (Indian),Ocean Spice,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,3 ANNFIELD,EH6 4JF,154
325886.262,676944.723300001,public house,The Annfield,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,10 ANNFIELD,EH6 4JF,155
326088.4332,674489.1985,restaurant,Ferri's Restaurant,Class 3,SUI GENERIS,Class 3,Class 3,1 ANTIGUA STREET,EH1 3NH,156
326090.7004,674493.732799999,hot food take-away,Deep Sea Fish & Chips,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,2 ANTIGUA STREET,EH1 3NH,157
326096.1915,674503.2906,restaurant,Mama Roma, , ,Class 3,Class 3,4-7 ANTIGUA STREET,EH1 3NH,158
326106.7646,674520.552100001,pictures & picture framing,L. Freedman,Class 1,Class 1,Class 1,Class 1,8 ANTIGUA STREET,EH1 3NH,159
326107.9703,674523.0,restaurant,Gurkha Brigade,Class 3,Class 3,Class 3,Class 3,9A ANTIGUA STREET,EH1 3NH,160
326050.43,673529.3236,vacant,vacant, , ,Vacant,Class 3,54 BLACKFRIARS STREET,EH1 1NE,161
326051.8914,673524.6472,n/t/c,Blackfriars News,Class 1,Class 1,Class 1,Vacant,56 BLACKFRIARS STREET,EH1 1NE,162
327837.3064,675703.629000001,hairdresser,Lydia's,Class 1,Class 1,Class 1,Class 9, , ,163
326365.1086,672390.785,vacant,vacant, , ,Vacant,Class 9, , ,164
325915.1691,673564.0,office,Transition (Turning Point Scotland),Class 1,Vacant,Class 4,Class 4,15 BLAIR STREET,EH1 1QR,165
325921.2464,673541.4155,public house,The City Café, , ,SUI GENERIS,SUI GENERIS,19 BLAIR STREET,EH1 1QR,166
325948.5508,673530.09,sauna,Blair Street Sauna,Class 11,Class 11,Class 11,Class 11,30 BLAIR STREET,EH1 1QR,167
325950.5386,673524.5845,restaurant,Marlin's Wynd, , ,Class 3,Class 3,34A BLAIR STREET,EH1 1QR,168
325952.2464,673516.2609,public house,Cabaret Voltaire Bar, , ,SUI GENERIS,SUI GENERIS,36-38 BLAIR STREET,EH1 1QR,169
326156.9608,674485.260399999,bank,Royal Bank of Scotland,Class 2,Class 2,Class 2,Class 2,2-3A BLENHEIM PLACE,EH7 5JH,170
326168.1819,674484.052300001,pets & pet supplies,Dofos Pet Centre, , ,Class 1,Class 1,4 BLENHEIM PLACE,EH7 5JH,171
321359,668267,grocer,The Bonaly Corner Shop, , ,Class 1,Class 1,2 BONALY AVENUE,EH13 0ET,172
325570.8855,676200.934599999,designer radiators,The Radiator Store,Class 1,Class 1,Class 1,Class 1, , ,173
326205.3506,675735.588099999,fabrics,The Cloth Shop, ,Class 1,Class 1,Class 1,169 BONNINGTON ROAD,EH6 5BQ,174
326710.0784,676148.1779,public house,Fox's Bar,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,8 BONNINGTON ROAD,EH6 5JD,175
326707.6282,676141.4241,vacant,vacant,Class 3,Class 3,Vacant,Class 3,10-12 BONNINGTON ROAD,EH6 5JD,176
326704.4764,676133.774900001,office,The Comissary,Vacant,SUI GENERIS,Class 4, , , ,177
326189.1782,675774.9387,grocer,GT Newsagents,Class 2,Vacant,Class 1,Class 1,264 BONNINGTON ROAD,EH6 5BE,178
326181.1169,675769.4713,"acupuncture, herbal medicine, allergy testing",n/a, , ,Class 2,Class 1,268 BONNINGTON ROAD,EH6 5BE,179
326176.6475,675765.588099999,vacant,vacant,Class 1,Class 1,Vacant,Class 9, , ,180
326112.0784,674531.1819,restaurant,China China, , ,Class 3,Class 3,10-11 ANTIGUA STREET,EH1 3NH,181
322253.822,671986.266899999,electrical contractor,IDM Management,Class 4,Class 4,Class 4,Class 4,191 BALGREEN ROAD,EH11 2RZ,182
322255.2147,671982.7853,hot food take-away (Chinese),B.M.,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,193 BALGREEN ROAD,EH11 2RZ,183
322256.6518,671979.3037,car parts,German Car Parts Direct, , ,Class 1,Class 1,195 BALGREEN ROAD,EH11 2RZ,184
322257.6073,671974.955499999,vacant,vacant, , ,Vacant,Class 1,197 BALGREEN ROAD,EH11 2RZ,185
322262.178,671967.814300001,sewing machine sales and service,Singer,Class 1,Class 4,Class 1,Class 1,199 BALGREEN ROAD,EH11 2RZ,186
322263.9188,671963.9845,hot food take-away,Balgreen Fryer Fish Bar,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,203 BALGREEN ROAD,EH11 2RZ,187
322274.3404,671944.6963,public house,Wheatsheaf Inn,SUI GENERIS,SUI GENERIS,SUI GENERIS,Class 4, , ,188
322285.8066,671918.1412,vacant,vacant,Vacant,Vacant,Vacant,Vacant,213 BALGREEN ROAD,EH11 2RZ,189
322288.5919,671913.963300001,vacant,vacant,Class 4,Class 4,Vacant,Vacant,215 BALGREEN ROAD,EH11 2RZ,190
322291.029,671910.1335,vacant,vacant, , ,Vacant,Class 2,219 BALGREEN ROAD,EH11 2RZ,191
322299.0367,671906.3037,betting shop,William Hill,Class 2,Class 2,Class 2,Class 2,221-223 BALGREEN ROAD,EH11 2RZ,192
322307.7408,671907.0,sports equipment & clothing,Country Life,Class 1,Class 1,Class 1,Class 1,229 BALGREEN ROAD,EH11 2RZ,193
322022.5243,672316.936000001,hot food take-away (Chinese),Lucky Star,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,154 BALGREEN ROAD,EH11 3AU,194
322027.5574,672310.749399999,charity office,Downs Syndrome Scotland,Class 1,Class 2,Class 2,Class 2,158-160 BALGREEN ROAD,EH11 3AU,195
322033.5343,672303.619100001,hairdresser,Senga Inglis,Class 1,Class 1,Class 1,Class 1,164 BALGREEN ROAD,EH11 3AU,196
322039.5111,672296.6986,grocer,Balgreen L. Grocers,Vacant,Vacant,Class 1,Class 1,166 BALGREEN ROAD,EH11 3AU,197
322046.0971,672289.741699999,n/t/c & post office,Edwards - Kidd / Balgreen Rd. Sub Post Office,Class 1,Class 1,Class 1,Class 1,170 BALGREEN ROAD,EH11 3AU,198
327333.4213,676456.2082,vacant,vacant,SUI GENERIS,SUI GENERIS,Vacant, , , ,199
327438.3153,676431.334899999,lighting,Kevin Shaw Lighting Design,Vacant,Class 9,Class 1,Vacant,4 BALTIC STREET,EH6 7BW,200
326466.4191,676068.349199999,knitwear,Edinburgh Woollen Mill (Leith Mills), , ,Class 1,Class 1,70-74 BANGOR ROAD,EH6 5JU,201
325583.785,673632.338199999,"home entertainment, tapes, cds",Coda Music, , ,Class 1,Class 1,12 BANK STREET,EH1 2LN,202
325590.8309,673632.091800001,knitwear,Glentress Cashmere,Class 1,Vacant,Class 1,Class 1,14 BANK STREET,EH1 2LN,203
325593.4614,673624.785,take-away food,Caffé Espresso,SUI GENERIS,Class 1,Class 1,SUI GENERIS,15 BANK STREET,EH1 2LN,204
325594.3382,673618.4155,photographic goods,Castle Photographic,Class 1,Class 1,Class 1,Class 1,16 BANK STREET,EH1 2LN,205
